clean_title,title_length,tweet_count,exclaim_count,question_count,has_url,actual_label,predicted_label,fake_score,correct
iggy azalea blasts nick young after accidental dinner reunion,9,154,0,0,1,1,0,0.2171714010660639,False
robert pattinson abandons former friends is over the party lifestyle,10,12,0,0,1,1,1,0.8116272564162014,True
what katy perry did with this gift john mayer sent her is straight up savage,15,6,0,0,1,1,0,0.4826822625776498,False
ex bachelorette rachel lindsay criticizes show producers over finale edit,10,56,0,0,1,0,0,0.1697725518262191,True
blanket jackson,2,57,0,0,1,0,0,0.4244332234898386,True
katy perry wraps her arms around orlando bloom as the loved up couple enjoy a break in corfu,18,22,0,0,1,0,0,0.43167942830014727,True
kim kardashian shares kanye and saint christmas image,8,0,0,0,1,0,0,0.42184619350580205,True
bella hadid makes grandmas proud with new pants trend parker xl,11,64,0,0,1,0,0,0.05200877662122684,True
meghan markle s nephew sells new cannabis strain for the royal wedding,12,311,0,0,1,1,1,0.5488406017176701,True
fun in the sun audrina patridge and ryan cabrera head to mexico to celebrate her 33rd birthday,17,24,1,0,1,0,0,0.11174421232392508,True
million dollar listing los angeles david parnes welcomes his first child see photos,13,20,0,0,1,0,0,0.25721008491543285,True
the kardashians take a look back at 10 years of keeping up with the kardashians in new special watch,19,46,1,0,1,0,0,0.3024310773684066,True
sanaa lathan speaks out about absurd rumors she bit beyonce,10,17,0,0,1,0,1,0.6970937913129459,False
jfk s grandson jack schlossberg 5 things to know about the rising star of the kennedy family,17,65,0,0,1,0,0,0.1734518836982515,True
jay z shares new footnotes for the story of o j video,12,5,0,0,1,0,0,0.20216264760128086,True
serena williams alexis ohanian waiting to learn sex of baby,10,64,0,0,1,0,0,0.37977072551811947,True
cardi b might have accidentally revealed her baby s sex it s not the first time there s been a slip up,22,20,0,0,1,0,0,0.10486640803309559,True
jenna dewan showcases her chic sense of style in denim midi dress as she takes her dog to the vet,20,20,0,0,1,0,0,0.06912564270612614,True
darnell nicole considers dating an athlete named darnell on wags miami i don t know if that s weird or hot as f k,24,1,1,0,1,0,0,0.23454531749524715,True
bobby moynihan leaving saturday night live for me myself i about becoming an adult and moving on,17,59,0,0,1,0,1,0.524825826878268,False
taylor swift just gave a sneaky response to the internet s joe alwyn breakup speculation,15,14,0,0,1,1,1,0.6027400392735554,True
arie luyendyk jr and lauren burnham kiss passionately in barcelona,10,2,0,0,1,0,0,0.08013172059814372,True
sarah rose summers,3,82,0,0,1,0,0,0.38378055297125513,True
angelina jolie accuses brad pitt of not paying meaningful child support in court docs,14,32,0,0,1,1,1,0.9467080443030119,True
maria menounos battles brain tumor quits e news,8,147,1,0,1,0,0,0.4063906481602774,True
robert pattinson charlie hunnam lost city of z,8,979,0,0,0,1,1,0.9922507374037315,True
cover story meghan markle wild about harry,7,31,1,0,1,0,1,0.8624513295455661,False
ok exclusive kim kardashian is in love with her life guru,11,10,1,0,1,1,1,0.814932388237782,True
miranda lambert tops the list of finalists for the 51st annual cma awards with five nominations little big town keith urban follow with four,24,126,0,0,1,0,0,0.2998489991154027,True
account suspended,2,1,0,0,1,1,1,0.5700357607742474,True
on set with will grace how this became the one tv revival that actually works,15,17,0,0,1,0,0,0.03224428077125152,True
bikini clad christina el moussa and her new man celebrate fourth of july with romantic boat trip,17,38,0,0,1,0,0,0.2951825375486691,True
ming xi breaking down in tears after victoria s secret fashion show fall,13,26,0,0,1,0,1,0.6273678421464121,False
kyle gets a gun after stalker breaks into his house on the arrangement the ultimate target was you,18,33,0,0,1,0,0,0.10572005177824217,True
david bowie s ex angie bowie gives her account of their doomed love,13,41,0,0,1,0,0,0.4192601077358696,True
stephen colbert to be jimmy kimmel s guest on thursday night,11,34,0,0,1,0,0,0.0656981438732498,True
beyonce and jay z hang out backstage with dj khaled and his son asahd,14,1,0,0,1,1,0,0.3863949842450847,False
opinion amber tamblyn redefining the red carpet,7,12,0,0,1,0,0,0.1327824943318509,True
second wives club,3,1,0,0,1,0,0,0.11849248107651239,True
kate middleton looks lovely in blue in second surprise public appearance in a week,14,47,0,0,1,0,0,0.23927611912694446,True
kevin hart and eniko parrish welcome baby boy,8,105,0,0,1,1,0,0.33320042740688344,False
property brothers drew and jonathan scott turn 40 see their hilarious throwback pic,13,50,1,0,1,0,0,0.2030791269679859,True
jay z talks fighting for love with beyonce,8,5,0,0,1,1,1,0.7097931321076467,True
inside gabrielle union and dwyane wade s wedding day,9,1,0,0,1,0,0,0.13355754600393369,True
every celebrity who attended the royal wedding,7,9,0,0,1,0,0,0.27011030003813685,True
luann de lesseps checks into rehab will miss rhony reunion,10,23,0,0,1,0,0,0.05174701730478242,True
justice league review dc s superhero embarrassment is beyond saving,10,16,0,0,1,0,0,0.09296533220754659,True
bella thorne licked tana mongeau s tongue on instagram and fans don t know how to react,17,82,0,0,1,0,0,0.25263913792048887,True
avicii s death mourned by calvin harris marshmello deadmau5 more,10,19,0,0,1,0,0,0.4827864733002219,True
riverdale clifford blossom killed jason blossom,6,46,0,0,1,0,0,0.23147149630448638,True
rance howard actor and father of ron howard dies at 89 family says,13,78,0,0,1,0,0,0.1931902619428913,True
drake suing pusha t for using black face photo,9,7,0,0,1,1,0,0.36335453814318,False
the goldbergs actor jackson odell died of an accidental drug overdose,11,46,0,0,1,0,0,0.21192391957445575,True
taylor swift reportedly reacts to tom hiddleston s golden globes win,11,4,0,0,1,1,1,0.545656231893686,True
this beats chocolates tommy lee reveals valentine s day engagement to vine star brittany furlan,15,40,1,0,1,0,0,0.05026367989310453,True
lena dunham and jack antonoff have split up,8,38,0,0,1,1,0,0.41328411483048844,False
gerard butler,2,1020,0,0,1,1,0,0.41965905685560706,False
roselyn sanchez and husband eric winter baby shower in la,10,23,0,0,1,0,0,0.21347748422634225,True
you can t do that on television,7,29,0,0,1,0,0,0.28250733226848107,True
dear white people,3,49,0,0,1,0,1,0.7852136862231526,False
janet is back jackson shows off incredible post baby body as she kicks off state of the world tour,19,87,1,0,1,0,0,0.3841835198149591,True
jada pinkett smith tears up learning s daughter willow used to cut herself newsbeezer,14,48,0,0,1,0,0,0.15858784898903325,True
how to update emoji on an iphone,7,71,0,0,1,0,1,0.5363800738133424,False
second saturday in june,4,79,0,0,1,0,0,0.17044442289778497,True
while rihanna came to slay the met gala 2017 these supermodels were a snore,14,50,0,0,1,0,0,0.24420938047408972,True
donald trump dead from a fatal heart attack steemit,9,265,1,0,1,1,1,0.8455854507367844,True
kerry washington reveals secrets of her scandal power wardrobe,9,41,0,0,1,0,0,0.20430703464309274,True
oscars 2018 jordan peele wins best original screenplay,8,8,0,0,1,0,0,0.07838650687733073,True
shannon breaks down after her office argument with reagan on very cavallari i m always the f king mean girl,20,10,1,0,1,0,0,0.05669511100410662,True
meet six year old blue ivy s stylist and personal shopper,11,103,0,0,1,0,0,0.11175860471541989,True
is kim kardashian s stolen jewellery funding terrorism,8,36,0,1,1,1,1,0.8869648572965069,True
sophia bush leaving chicago p d after four seasons,9,100,0,0,1,0,0,0.2483681067037004,True
melania trump travels in style with donald trump to poland and germany,12,81,0,0,1,0,1,0.738203083031839,False
redirect notice,2,5,0,0,1,0,0,0.3061941827859382,True
sam hunt on the spiritual strength of married life i feel a little bit taller wearing my wedding ring,19,69,0,0,1,0,0,0.07881654078580709,True
photos of meghan markle s gorgeous wedding ring,8,22,0,0,1,1,0,0.31036138138591784,False
2011 urban institute and the blue cross blue shield of massachusetts foundation,12,0,0,0,0,0,1,0.5042705853713636,False
from plunging necklines to red carpet feathers revisit jessica biel s boldest best looks,14,51,0,0,1,0,0,0.11486931184861648,True
mtv movie award for best kiss,6,74,0,0,1,0,0,0.058219592940324645,True
farrah abraham s daughter sips 150 apple juice with gold flakes,11,69,0,0,1,0,0,0.0655171759478023,True
every selena gomez reference in the weeknd s my dear melancholy song call out my name lyrics,17,87,0,0,1,0,1,0.5701071698563375,False
omg kris jenner copies kim kardashian and debuts a platinum blond hairdo on kardashians,14,1,1,0,1,0,1,0.7017863188781205,False
lionel richie joins american idol as third judge luke bryan officially aboard,12,66,0,0,1,0,0,0.47460587604187043,True
romeo santos proudly unveils his wax figure after fans petition,10,105,0,0,1,0,0,0.2853579042237825,True
hollywoodlife flipflops on brad pitt dating ella purnell,8,15,0,0,1,1,1,0.9891287444705718,True
kim and kanye named their new baby girl chicago west and the city is loving the attention,17,20,0,0,1,0,1,0.7253913447898124,False
kelly and ryan s relationship may not be as sunny as it seems,13,40,0,0,1,1,1,0.5593716496315041,True
the state of working america 20067 pdf,7,3,0,0,0,0,1,0.8846178286046412,False
kel mitchell net worth,4,42,0,0,1,0,0,0.3748447738585535,True
allow crazy ex girlfriend s donna lynne champlin to regale you with her stalking story,15,31,0,0,1,0,0,0.290946674689532,True
j lo a rod will inspire your s o s valentine s day gift,14,94,0,0,1,0,0,0.3622958382411423,True
celebrity reactions anthony scaramucci out as donald trump s communications director,11,4,0,0,0,1,1,0.9687300686113939,True
why nikki bella hid her first marriage from john cena and how he reacted when he found out,18,0,0,0,1,0,0,0.14070090117457737,True
2018 mtv movie tv awards,5,45,0,0,1,0,0,0.03758842189631709,True
all the details on kristen stewart and robert pattinson s surprise reunion,12,1,0,0,1,1,1,0.9183107354912111,True
a ranking of the richest real housewives from every season,10,47,0,0,1,0,0,0.04170945261377016,True
remarks by the president at afl cio labor day picnic,10,263,0,0,1,0,0,0.11201453661585406,True
chrissy teigen s headband of the day instagram segment see the styles,12,95,0,0,1,0,0,0.09678766717135535,True
psa richard dreyfuss is not julia louis dreyfus late father william,11,40,0,0,1,0,0,0.3148879403310404,True
jennifer aniston justin theroux nasty,5,47,0,0,0,1,1,0.989345238047326,True
miranda lambert and blake shelton had an affair her ex claims,11,76,0,0,1,1,1,0.8811434736179754,True
dancing with the stars,4,1066,0,0,1,1,0,0.3627048903534569,False
rising to a new generation of global challenges,8,0,0,0,1,0,0,0.33881744743460107,True
mark salling s autopsy reveals cause of death,8,100,0,0,1,0,0,0.16742541285293325,True
jon hamm talks jennifer westfeldt split,6,12,0,0,1,1,0,0.464685829944207,False
poverty 2005 highlights,3,5,0,0,0,0,1,0.8552636057741951,False
the last black unicorn tiffany haddish 9781501181825 amazon com books,10,25,0,0,1,0,0,0.10429492333425178,True
community calendar,2,9,0,0,1,0,0,0.3135073179117955,True
catherine lowe,2,30,0,0,1,0,0,0.42301903069251867,True
gigi hadid s makeup artist makes pastel eye shadow look easy,11,56,0,0,1,0,0,0.039933101967788216,True
beyonc heading to 1 billion divorce,6,32,0,0,1,1,1,0.617612244223092,True
37 pictures that prove c line dion is the style icon the world needs,14,24,0,0,1,0,0,0.2534571502804437,True
2018 bafta tv awards complete list of nominations every show and performer in the running,15,54,0,0,1,0,0,0.10265344271293876,True
kendall jenner attends premiere with beau blake griffin,8,59,0,0,1,0,1,0.5305847413351051,False
the real housewives of dallas season 3 trailer has an instantly iconic leeanne locken moment,15,9,0,0,1,0,0,0.03380652981996403,True
riverdale teases season 2 finale love triangle,7,52,0,0,1,0,0,0.021488675899235338,True
meghan markle and prince harry s wedding invitation is revealed,10,25,0,0,1,0,1,0.6359983639644746,False
selena gomez has helped raise nearly 500 000 for lupus research,11,1,0,0,1,0,1,0.5361169906076723,False
jimmy kimmel makes pancakes disguised as donuts after oscars,9,45,0,0,1,0,0,0.09437668960194412,True
amber heard slammed for offensive tweet about ice,8,78,0,0,1,0,1,0.5822518203132167,False
what kanye west said about slavery obama and mental health in his new interviews,14,1208,0,0,1,1,1,0.6812481450845733,True
kim kardashian west will publicly defend kanye west to the end source,12,91,0,0,1,1,1,0.7819798347928647,True
tyler henry channels selma blair s late dog wink in sweet reading on hollywood medium,15,46,0,0,1,0,0,0.040552982578903,True
kathie lee gifford,3,49,0,0,1,0,0,0.21756728252063812,True
there is no moral stephen colbert says trump spoof book whose boat is this boat wrote itself,17,20,0,1,1,0,0,0.47247318416151196,True
sister sister reunion with tamera mowry and jack e harry,10,46,0,0,1,0,0,0.49674381883558216,True
katy perry addresses her feud with taylor swift she started it,11,54,0,0,1,0,1,0.6904641156900446,False
selena gomez s artist evolution from disney channel dream to revival ruler,12,69,0,0,1,0,0,0.15033882357514286,True
julia roberts says she was a selfish little brat as a young actress,13,60,0,0,1,0,0,0.3984905989280659,True
kailyn lowry s baby daddy chris lopez isn t happy with how he s portrayed,15,39,0,0,1,0,0,0.40683584862465944,True
president trump just saved christmas for 13 million retirees,9,17,0,0,1,1,1,0.535416825801441,True
harvey weinstein news academy expels embattled producer amid sexual assault allegations,11,54,0,0,1,0,0,0.33682321363910633,True
prince louis christening six godparents revealed,6,19,0,0,1,0,0,0.20308275569266718,True
martin landau dead celebrities react,5,11,0,0,1,1,1,0.9415134331551956,True
kylie jenner would love to see kendall get pregnant,9,9,0,0,0,1,1,0.956939136203279,True
organizing for action,3,71,0,0,1,0,0,0.07439563584207054,True
cmt music awards 2018,4,59,0,0,1,0,0,0.03771457349620726,True
gigi hadid not asking for special treatment despite burden of awesomely sexy body,13,52,0,0,1,1,0,0.43597578315185914,False
travis scott learning how to change diapers from kim kourtney kardashian kylie s impressed,14,14,0,0,1,1,1,0.8115400210289093,True
seattle dad creates harry potter s diagon alley in his driveway,11,49,0,0,1,0,0,0.20901550140038153,True
second wives club recap veronika obeng and tania mehra s reconciliation goes south really fast,15,64,0,0,1,0,0,0.08105637621114212,True
nia jax on promoting a positive body image in her return to total divas,14,38,0,0,1,0,0,0.0879041547334989,True
caitlyn jenner considering a bid for u s senate in california,11,63,0,0,1,1,1,0.9206290530624667,True
everything you need to know about the 2018 golden globes,10,6,0,0,1,0,0,0.12364277251795117,True
wags miami stars claudia sampedro and astrid bavaresco get frisky with a banana in hilarious sneak peek,17,64,0,0,1,0,0,0.029364996803115242,True
brad pitt finds sobriety support from straight laced girlfriend neri,10,5,0,0,1,1,1,0.9009437027779138,True
as emma stone is declared forbes highest earning actress of 2017 look back at her most glamorous red carpet moments,20,62,0,0,1,0,0,0.2159339121309023,True
colin firth s wife had fling with the friend she accuses of stalking,13,39,0,0,1,0,0,0.2094261426384164,True
an analysis of trump supporters has identified 5 key traits,10,73,0,0,1,0,1,0.7253375397117666,False
taylor swift s we are never ever getting back together about jake gyllenhaal report,14,210,0,0,1,1,1,0.8851558564450656,True
little richard calls same sex love unnatural years after coming out as gay,13,62,0,0,1,0,0,0.2020702898618402,True
netflix officially cuts all ties with kevin spacey,8,82,0,0,1,0,0,0.08688248642969956,True
2018 tv couples march madness challenge,6,65,0,0,1,0,0,0.06392286510352237,True
justin theroux flashes beard while with girlfriend petra collins,9,2,0,0,1,1,1,0.6797463085525192,True
the 16 most climactic moments from the new fifty shades freed trailer,12,16,0,0,1,0,0,0.10288044774343402,True
megan learns terence made a person vanish on the arrangement,10,47,0,0,1,0,0,0.06472790371594594,True
million dollar listing s josh flagg gets married,8,94,0,0,1,0,0,0.358803835607408,True
10 things you didn t know about nancy pelosi,9,1020,0,0,1,1,0,0.31809917431794954,False
svu veteran dean winters to return in arc later this season,11,50,0,0,1,0,0,0.06072278962213502,True
michael jordan,2,45,0,0,1,0,0,0.23552375528186,True
angelina jolie the shock diet causing actress to lose weight amid brad pitt divorce drama,15,27,0,0,1,1,1,0.9507380342246993,True
2017 fall tv schedule the complete guide to when new and returning shows are premiering,15,94,0,0,1,0,0,0.2098521737867719,True
justin theroux enjoying his single life post jennifer aniston split,10,24,0,0,1,0,1,0.8512172311986786,False
hurricane irene photo of shark swimming in street is fake,10,134,0,0,1,1,1,0.5406835034398453,True
andy dick fired from movie over sexual harassment claims,9,45,0,0,1,0,0,0.2565336305959313,True
neil diamond retires from touring after parkinson s diagnosis,9,488,0,0,1,0,0,0.4286115082350369,True
josh anna duggar welcome son mason garrett,7,35,0,0,1,0,0,0.15901677445987542,True
taylor swift s boyfriend joe alwyn makes his cannes film festival debut,12,41,1,0,1,0,1,0.5085089277282574,False
sesame street parodies despacito with adorable tribute to rubber duckie,10,61,0,0,1,0,0,0.1465971489181844,True
simone alexandra johnson wiki height relationship with dwayne,8,54,0,0,1,0,0,0.2721459054855957,True
three more women accuse dustin hoffman of sexual misconduct variety reports,11,51,0,0,1,0,0,0.29803188922715923,True
daniel dae kim grateful for hawaii five o says sense of self worth led to exit tca,17,61,0,0,1,0,0,0.32977717666844353,True
is angelina jolie getting style inspiration from selena gomez to lure brad pitt wild new report,16,18,0,1,1,1,1,0.9951736622232106,True
the office stars mourn hugh dane who played hank the security guard,12,22,0,0,1,0,0,0.15182493171851086,True
jennifer lopez hired private detective to check out alex rodriguez cheating allegations report says,14,12,0,0,1,1,1,0.8923372360922033,True
zayn malik bashes self indulgent met gala,7,34,0,0,1,0,0,0.24467998254401005,True
watch sean hayes ellen degeneres have a battle of the gays,11,24,0,0,1,0,0,0.40604670770324464,True
lainie kazan s attorney speaks out about her arrest,9,61,0,0,1,0,0,0.21751854854445246,True
jennifer aniston and justin theroux saw each other one last time on valentine s day,15,61,0,0,1,0,1,0.55910191440908,False
all of the best moments from pippa middleton s wedding,10,109,0,0,1,0,0,0.12429801662973139,True
kim kardashian and kanye west reportedly want baby no 4 by the end of this year,16,975,0,0,1,1,1,0.8819083955197446,True
alyssa milano responds to fat shaming backlash over netflix s insatiable,11,49,0,0,1,0,0,0.1314490596805475,True
is wearing black to the golden globes in protest of sexual harassment really that big of a deal,18,48,0,1,1,0,0,0.25174637656095605,True
pippa middleton biography,3,69,0,0,1,0,0,0.26814668449005397,True
ronan farrow woody allen harvey weinstein and me,8,1,0,0,1,0,0,0.09978519605711214,True
rihanna hassan jameel s passionate breakups makeups explained what s really going on,13,5,0,0,1,1,1,0.8596005042675312,True
vanderpump rules brittany cartwright yells at jax taylor,8,48,0,0,1,0,0,0.06620526191148296,True
scandal star katie lowes on what really happened to quinn the stakes couldn t be higher,16,16,0,0,1,0,0,0.37076634854956336,True
blake lively shuts down reporter who asks about fashion,9,103,0,0,1,0,0,0.25418181898469194,True
prince george princess charlotte and pippa s bridal party of bridesmaids and pageboys,13,79,0,0,1,0,0,0.17928599244226748,True
tori spelling throws daughter unicorn themed party,7,94,0,0,1,0,0,0.0705105761207972,True
kylie jenner met travis scott at coachella,7,0,0,0,1,0,1,0.560832721530925,False
kim kardashian attends 20 year high school reunion photos,9,177,0,0,1,0,0,0.24039580074361547,True
jennifer aniston brad pitt married in secret,7,9,0,0,0,1,1,0.9963463391067875,True
malia obama at harvard barack and michelle obama help daughter move in,12,72,0,0,1,0,1,0.5043885858980645,False
kelly ripa and michael strahan feud details,7,1,0,0,1,1,1,0.7750334377496795,True
celebrities share tributes to victims of the barcelona terror attack,10,19,0,0,1,1,1,0.6102066943258525,True
leona lewis adds british support to la s march for our lives rally,13,50,0,0,1,0,1,0.6089384167357037,False
farrah abraham drops 5 million sex shaming suit,8,73,0,0,1,0,0,0.15655506363241548,True
ryan reynolds and more celeb dads that inspire father s day gift giving,13,52,0,0,1,0,0,0.28990811541813893,True
kendall jenner s bringing this bikini style back christian welch medium,11,88,0,0,1,0,0,0.20475946643298001,True
rhoc reunion tamra judge reveals that shannon beador hid secret boyfriend during season 13 filming,15,21,0,0,1,0,0,0.10606469827338455,True
scott disick sofia richie seen kissing all night during first official event as a couple,15,64,0,0,1,0,0,0.26914109931385644,True
medusa meg ryan is wasting away,6,4,0,0,1,1,1,0.5477742573147141,True
all of the people who ve spoken out against harvey weinstein,11,50,0,0,1,0,0,0.3940935576243639,True
this 7 year old s acceptance speech will make you cry and laugh and smile,15,71,0,0,1,0,0,0.25076588472980105,True
is leonardo dicaprio starring in shampoo remake,7,12,0,1,1,1,1,0.8524977286862329,True
how did lily james matt smith meet it involved period costumes and zombies,13,48,0,1,1,0,0,0.19236790688570532,True
brad pitt sienna miller caught flirting,6,39,0,0,1,1,1,0.9312191637252971,True
13 reasons why season 2 returns to netflix soon here s everything we know about what fans can expect,19,0,0,0,1,0,0,0.10571391549250925,True
are reese witherspoon and nicole kidman not on talking terms,10,68,0,1,1,1,1,0.8946731535596542,True
the academy and abc announce key dates for 90th oscars,10,4,0,0,1,1,0,0.3706553999928449,False
ryan seacrest s live with kelly debut lifts series in monday ratings,12,0,0,0,1,0,0,0.48040995100877953,True
how to keep your blowout style looking fresh overnight,9,46,0,0,1,0,0,0.1688005462507744,True
kate middleton opens up about her most cherished moments with her kids,12,56,0,0,1,0,0,0.2508233201157337,True
bip s danielle maltby is dating big brother s paul calafiore,11,17,0,0,1,0,0,0.16991854364867,True
hand in hand benefit george clooney oprah justin bieber make tv appeal for hurricane relief,15,48,0,0,1,0,1,0.7194140778041899,False
scorpion canceled by cbs after 4 seasons,7,23,0,0,1,0,0,0.11867998101410954,True
mandy moore revisits her famous romances and wilmer valderrama s lie about taking her virginity,15,47,0,0,1,0,0,0.316657481459658,True
all the ways prince harry and meghan markle s wedding broke royal tradition,13,25,0,0,1,0,0,0.4431939788324241,True
matt damon apologizes for sexual misconduct comments i really wish i d listened,13,132,0,0,1,0,0,0.15581714032712035,True
jennifer aniston is furious over selena gomez and justin theroux dating rumors,12,5,0,0,1,1,1,0.9815287184529496,True
watch kristen bell s amazing video of her castmates finding out the shocking good place finale twist,17,20,0,0,1,0,0,0.07530375447769684,True
dakota johnson and chris martin enjoy malibu date night see the pic,12,10,1,0,1,1,1,0.573468242167322,True
watch britney spears end las vegas residency with new year s eve performance,13,1,0,0,1,0,0,0.2103749568653874,True
are katy perry the weeknd dating the two got dinner immediately set off rumors,14,13,0,1,1,1,1,0.9294030225808273,True
game of thrones season 8 spoilers daenerys targaryen and khal drogo finale twist revealed,14,25,0,0,1,0,0,0.03991148596401788,True
brad and jen s big announcement we re in love again,11,45,0,0,1,0,1,0.7593497794378874,False
lily rose depp poses topless just in time to turn 18,11,32,0,0,1,0,0,0.11009463663800886,True
bella hadid set the nyfw street style standard with this look,11,53,0,0,1,0,0,0.0784881416099859,True
jimmy fallon fights back tears as he speaks about disgusting charlottesville violence,12,38,0,0,1,0,0,0.13154976447887637,True
50 awe inspiring halloween nail art designs,7,50,0,0,1,0,0,0.14848137430025143,True
here is why prince harry broke protocol by asking william to be best man,14,481,0,0,1,0,0,0.39033302007852666,True
star wars episode ix will feature unseen footage of carrie fisher as princess leia,14,54,0,0,1,0,0,0.19924140507970545,True
16 celeb inspired products that will keep you relaxed all fall,11,53,0,0,1,0,0,0.10788155930041088,True
carrie underwood forced mike fisher to retire for second baby,10,51,0,1,1,1,1,0.6494097738701134,True
bureau of labor statistics data,5,60,0,0,1,0,0,0.11751795535780664,True
testimony submitted to the congressional oversight panel s hearing on the tarps impact on financial stability,16,0,0,0,1,0,0,0.2363965849820652,True
whitney port gets honest about her pregnancy body struggle,9,27,0,0,1,0,0,0.3347560113087861,True
bryce dallas howard celebrates the wrap of jurassic world fallen kingdom with chris pratt,14,77,0,0,1,0,0,0.2712742871856732,True
kanye west and kim kardashian launch new kids supply collection,10,0,0,0,1,0,1,0.8120159986652659,False
dancing with the stars results and eliminations,7,54,0,0,1,0,0,0.2701379841328909,True
bethenny frankel will spend her birthday helping with hurricane relief in puerto rico,13,48,0,0,1,0,0,0.11097271043056497,True
katharine mcphee and david foster perform together at star studded holiday party,12,1,0,0,1,0,0,0.2425457697493356,True
charles brewer asiah collins friend blanca starts some drama,9,0,0,0,1,0,0,0.226799553370714,True
channing tatum hangs out with bachelor arie luyendyk jr,9,18,0,0,1,0,0,0.15212940569467262,True
celebs most revealing minutia on social media get an intimate look into the lives of anna faris and other stars,20,42,0,0,1,0,0,0.3307010427228708,True
malia obama moves into harvard joining the class of 2021,10,56,0,0,1,0,1,0.6021880613955691,False
julie chen recreates iconic big brother gif watch now,9,51,1,0,1,0,0,0.12044105279114503,True
breaking president trump signs executive order stripping nfl of non profit status,12,5,0,0,1,1,1,0.858608181944291,True
kelly clarkson jokes wine is necessary when raising four kids,10,56,1,0,1,0,0,0.1796668404152505,True
blake shelton gwen stefani saved my life after divorce,9,51,0,0,1,1,1,0.9379947364982322,True
suki waterhouse darren aronofsky s rep deny dating rumors,9,29,0,0,1,0,1,0.5983332730275247,False
meghan markle does have secret maid of honor claim,9,3,0,0,0,1,1,0.9504925430484278,True
cardi b pulls out of bruno mars tour i m not ready to leave my baby behind,17,1,0,0,1,0,0,0.10230140200422899,True
harrison ford turns into real life hero at the scene of an accident,13,66,0,0,1,0,0,0.193569606893806,True
led by aly raisman more than 140 larry nassar victims accept arthur ashe courage award at espys,17,62,0,0,1,0,0,0.07064195748234692,True
project runway designer and finalist mychael knight dies at 39,10,91,0,0,1,0,0,0.07484943405366888,True
tracee ellis ross to host the 2017 american music awards on abc,12,181,0,0,1,0,0,0.09988741731420304,True
khloe kardashian didn t get banned from cleveland cavaliers games debunked,11,4,0,0,1,1,1,0.6704278523953197,True
jennifer lopez has a beauty pet peeve everyone can relate to,11,31,0,0,1,0,0,0.486705382255788,True
paul ryan donald trump plans to resign from office within the next 30 days,14,29,0,0,1,1,1,0.7315705170318054,True
prince harry and meghan markle could not be cuter in this sweet goofy interview footage,15,42,0,0,1,0,0,0.4107893268925505,True
kylie jenner and travis scott got matching butterfly tattoos,9,80,0,0,1,0,1,0.7766554712135028,False
david cassidy hospitalized with reported organ failure,7,28,0,0,1,0,0,0.29839273149688045,True
angelina jolie refuses to shy away from jennifer aniston at golden globes if they run into each other,18,15,0,0,1,1,1,0.9019751468253737,True
robert pattinson and suki waterhouse spark romance rumors in london,10,0,0,0,1,0,1,0.8440701170394203,False
jimmy kimmel proposes making trump king of america more am buzz,11,71,0,0,1,0,0,0.2909452596877302,True
star wars han solo directors no longer with film,9,87,0,0,1,0,0,0.2251573916563466,True
larry david wreaks hilarious havoc on his interview with matt lauer,11,12,0,0,1,0,0,0.24747757543784632,True
avengers infinity war inspires hilarious crossover meme,7,9,0,0,1,0,0,0.11397404136903924,True
everything you need to know about the 2018 golden globes,10,206,0,0,1,0,0,0.13457758336012476,True
we will riot michelle obama s mom will receive 160k every year out of taxpayers pockets,16,46,2,0,1,1,1,0.6276289196090309,True
kelly clarkson freaks out over meeting meryl streep on golden globes red carpet,13,17,0,0,1,0,0,0.151532675478345,True
watch blue ivy shut down beyonc jay z without a word at grammys 2018,14,24,0,0,1,0,0,0.12828921309237654,True
kylie jenner and travis scott show sweet pda at a birthday dinner for jordyn woods mom pic,17,83,1,0,1,0,0,0.22816037537321823,True
fans think there might be a selena gomez reference in charlie puth s new music video,16,81,0,0,1,0,1,0.6273490381118715,False
watch justin timberlake s controversial super bowl 2004 halftime performance with janet jackson,13,57,0,0,1,0,0,0.20478000801103488,True
the unstoppable rise of clean beauty and the celebs betting their careers on the movement an insider s look,19,82,0,0,1,0,0,0.06982309324186704,True
memorabilia from the challenge to be auctioned off in honor of diem brown,13,45,0,0,1,0,0,0.19549675355186003,True
jessica simpson tells husband eric johnson stay fat it s sexier,11,11,1,0,1,1,1,0.6751157452398014,True
the sandlot cast reunites after 25 years on today video,10,15,0,0,1,0,0,0.19960244349644,True
arie luyendyk jr and lauren burnham announce wedding date and location,11,0,0,0,1,0,0,0.06986608617477331,True
anna faris live tweets chris pratt s walk of fame day and he laughs and cries at the ceremony,19,17,0,0,1,1,0,0.30915018522885546,False
how taylor swift and joe alwyn s private romance is doing,11,1,0,0,1,0,1,0.6157233054227894,False
leonardo dicaprio s 43rd birthday bash was a star studded affair,11,82,0,0,1,0,0,0.32572818336085313,True
8 times cfda honoree kim kardashian stepped up her style game in 2018,13,85,0,0,1,0,0,0.13753137996634424,True
carrie underwood shares close up photo of her face revealing her scars following her scary fall,16,0,0,0,1,0,0,0.11247923683624703,True
cassie joins the ranks of kim kardashian as pat mcgrath s newest muse,13,13,0,0,1,0,0,0.4795294763280733,True
margot robbie net worth,4,135,0,0,1,1,1,0.7245395870547614,True
harvey weinstein could have a toxic effect on georgina chapman s fashion line here s what we know,18,124,0,0,1,0,0,0.09844512735600955,True
